target	type	state	attack_type_messy	date_messy	url	year_clean
City of Indio, Riverside County	Government	California	Other, Data Breach	October 15th, 2018	https://statescoop.com/another-click2gov-data-breach-hits-indio-california?utm_campaign=StateScoop%20News&utm_source=hs_email&utm_medium=email&utm_content=66725463&_hsenc=p2ANqtz-_CUX5j4wzupN5DmypSXTeTG0yYbfNnNzBdlgXAPT8SkeQ0SADW8MXmnlEPNmlmFqsv6r0k5zTSvhHk2OT2Ncfi_LkhLyJVjtypibAEvsuHpyJQ0D4&_hsmi=66725463	2018
Congressional District Democratic Candidate’s Campaign Website	Government	California	Other/TDoS/DDoS	September 20th, 2018	https://www.rollingstone.com/politics/politics-news/california-election-hack-726675/	2018
City of Morgan Hill, Santa Clara County	Government	California	Other/Data Breach	May 31st, 2018	http://www.morganhilltimes.com/news/city-employees-info-accessed-in-data-breach/article_452f97a8-9f2b-11e8-b28d-8b4520f72988.html	2018
City of Oxnard, Ventura County	Government	California	Other/Data Breach	May 31st, 2018	http://www.keyt.com/news/money-and-business/city-of-oxnard-data-breach-affects-online-utility-payers/748204303	2018
City of Pasadena	Government	California	Phishing	April 30th, 2018	http://www.pasadenanow.com/main/city-of-pasadena-email-accounts-compromised-cyber-criminal-sends-out-fraudulent-phishing-emails/#.WunN4ojwbIV	2018
City of Thousand Oaks, Ventura County	Government	California	Other/Data Breach	April 23rd, 2018	https://oag.ca.gov/system/files/CA_U811_v02_0.pdf	2018
California State Election System	Government	California	Hacking	February 27th, 2018	https://www.nbcnews.com/politics/elections/u-s-intel-russia-compromised-seven-states-prior-2016-election-n850296	2018
Sausalito City Government	Government	California	Phishing	February 22nd, 2018	https://www.kqed.org/news/11651535/sausalito-city-government-hit-with-cybertheft	2018
City of Alameda Website	Government	California	Cryptojack/Other	February 12th, 2018	https://wccftech.com/government-websites-hijacked-mine-monero/	2018
California Voter Registry	Government	California	Ransomware	December 15th, 2017	https://www.scmagazine.com/millions-of-california-voter-records-exposed-in-unprotected-mongodb/article/719028/	2017
Stanislaus Co.	Government	California	Cryptojack/Other	December 15th, 2017	http://www.kcra.com/article/fbi-investigates-cyberterrorist-attack-on-stanislaus-county-network/14446599	2017
City of Sacramento, Sacramento Co.	Government	California	Phishing, Data Breach	December 8th, 2017	https://media.bizj.us/view/img/10979826/combined-doc-cyber-security.pdf	2017
Los Angeles Superior Court Employees	Government	California	Phishing	November 22nd, 2017	https://www.washingtontimes.com/news/2017/nov/22/texas-resident-charged-with-hacking-campaign-targe/	2017
Sacramento Regional Transit	Government	California	Ransomware	November 20th, 2017	http://www.sacbee.com/news/local/article185669953.html	2017
City of Oceanside, San Diego County	Government	California	Other, Data Breach	September 6th, 2017	https://oag.ca.gov/system/files/Notice%20of%20Data%20Breach%20%28Final%209-6-17%29_0.pdf	2017
Los Angeles County Board of Supervisors	Government	California	Hack	June 27th, 2017	https://scvnews.com/2017/06/27/supervisors-website-is-latest-casualty-of-hack/	2017
Los Angeles County	Government	California	Hack	December 18th, 2016	http://www.foxnews.com/us/2016/12/18/hack-la-county-emails-exposes-data-750000-people.html	2016
San Francisco's Municipal Transportation Agency	Government	California	Ransomware	November 28th, 2016	https://arstechnica.com/information-technology/2016/11/san-francisco-muni-hit-by-black-friday-ransomware-attack/	2016
Yuba City	Government	California	Ransomware	September 30th, 2016	http://www.appeal-democrat.com/news/yuba-city-battles-ransomware-attack/article_2ce285aa-876f-11e6-84cb-5f7e76beb13a.html	2016
Los Angeles County Health Department	Government	California	Ransomware	February 26th, 2016	http://www.latimes.com/local/lanow/la-me-ln-county-health-services-ransomware-20160226-story.html	2016
 Information of 1,300 Sonoma County residents exposed during data breach, Seneca Family of Agencies, Sonoma County 	Medical	California	"
Unknown, Data Breach
"	"
November 24th, 2021"	https://www.northbaybusinessjournal.com/article/news/information-of-1300-sonoma-county-residents-exposed-during-data-breach/	2021
 400k patients affected by Planned Parenthood ransomware data breach, Los Angeles County 	Medical	California	"
Unknown, Ransomware
"	"
December 2nd, 2021"	https://kyma.com/news/top-stories/2021/12/02/400k-patients-affected-by-planned-parenthood-ransomware-data-breach/	2021
 Ransomware hackers steal data from California hospital, publish it to dark web, Los Angeles County 	Medical	California	"
Hacking, Ransomware
"	"
October 19th, 2021"	https://www.beckershospitalreview.com/cybersecurity/ransomware-hackers-steal-data-from-california-hospital-publish-it-to-dark-web.html	2021
 Stolen patient data posted on the dark web after cyberattack on California clinics, Fresno County 	Medical	California	"
Unknown, Ransomware
"	"
October 13th, 2021"	https://www.beckershospitalreview.com/cybersecurity/stolen-patient-data-posted-on-the-dark-web-after-cyberattack-on-california-clinics.html	2021
 University of California, San Diego Health Victim of Phishing Resulting in Data Breach 	Medical	California	"
Phishing, Data Breach
"	"
July 28th, 2021
"	https://techaeris.com/2021/07/28/university-of-california-san-diego-health-victim-of-phishing-resulting-in-data-breach/	2021
"
Over 420,000 Compromised in Health Plan Email Hack
"	Medical	California	"
Hacking, Data Breach
"	"
May 19th, 2021
"	https://www.lajollalight.com/news/story/2021-05-03/ransomware-shutdown-continues-to-be-a-problem-for-scripps-health	2021
"
Scripps Health, San Diego County
"	Medical	California	"
Unknown, Ransomware
"	"
May 3rd, 2021
"	https://www.lajollalight.com/news/story/2021-05-03/ransomware-shutdown-continues-to-be-a-problem-for-scripps-health	2021
"
Remedy Medical Group, San Mateo County
"	Medical	California	"
Phishing, Data Breach
"	"
April 6th, 2021
"	https://www.databreaches.net/administrative-advantage-notifies-patients-of-remedy-medical-group-after-email-hack/	2021
"
Health Net, Los Angeles County
"	Medical	California	"
Hacking, Data Breach
"	"
April 6th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/cyberattack-exposes-1-2-million-california-health-plan-members-data-2.html	2021
"
Stanford University Medical School, Santa Clara County
"	Medical	California	"
Hacking, Data Breach
"	"
April 5th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/hackers-claim-they-stole-stanford-medicine-data-posted-info-online-4-things-to-know.html	2021
"
Sutter Buttes Imaging Medical Group, Sutter County
"	Medical	California	"
Hacking, Data Breach
"	"
February 16th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/california-imaging-provider-ehr-hacked-patient-info-exposed.html	2021
"
Sonoma Valley Hospitals, Sonoma County
"	Medical	California	"
Unknown, Malware
"	"
October 23rd, 2020
"	https://www.beckershospitalreview.com/cybersecurity/california-hospital-says-security-incident-forced-computer-system-shutdown-5-details.html	2020
"
Rady Children's Hospital, San Diego County
"	Medical	California	"
Unknown, Data Breach
"	"
October 29th, 2020
"	https://fox5sandiego.com/news/local-news/data-breach-involving-personal-information-reported-at-rady-childrens-hospital/	2020
"
Sonoma Valley Hospitals, Sonoma County
"	Medical	California	"
Unknown, Malware
"	"
October 23rd, 2020
"	https://www.beckershospitalreview.com/cybersecurity/california-hospital-says-security-incident-forced-computer-system-shutdown-5-details.html	2020
"
Amphastar Pharmaceuticals, San Bernardino County
"	Medical	California	"
Unknown, Ransomware
"	"
August 31st, 2020
"	https://www.databreaches.net/amphastar-pharmaceuticals-discovers-that-threat-actors-had-exfiltrated-employee-data-in-may-ransomware-attack/	2020
"
Salinas Valley Memorial Healthcare System, Monterey County
"	Medical	California	"
Phishing, Data Breach
"	"
July 9th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/california-health-system-reports-4-employee-emails-hacked-since-april.html	2020
"
Central California Alliance for Health, Merced, Santa Cruz, and Monterey Counties
"	Medical	California	"
Phishing, Data Breach
"	"
June 30th, 2020
"	https://www.mercedsunstar.com/news/article243908817.html	2020
"
American Medical Technologies, Orange County
"	Medical	California	"
Phishing, Data Breach
"	"
June 24th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/american-medical-technologies-data-security-incident-exposes-47-767-individuals-info.html	2020
"
Electronic Waveform Lab, Orange County
"	Medical	California	"
Unknown, Ransomware
"	"
June 12th, 2020
"	https://markets.businessinsider.com/news/stocks/electronic-waveform-lab-inc-s-notice-of-privacy-incident-1029305191	2020
"
Stockdale Radiology, Kern County 
"	Medical	California	"
Unknown, Ransomware
"	"
January 28th, 2020 
"	https://www.databreaches.net/maze-team-updates-its-site-dumps-more-victims-data/	2020
"
Golden Valley Health Centers, Merced County
"	Medical	California	"
Phishing, Data Breach
"	"
March 20th, 2020
"	https://www.databreaches.net/golden-valley-health-centers-notifies-patients-after-employee-email-account-comprised/	2020
"
Vibrant Care Rehabilitation
"	Medical	California	"
Phishing, Data Breach
"	"
February 20th, 2020
"	https://www.databreaches.net/ca-vibrantcare-rehabilitation-notifies-patients-after-employee-email-account-compromised/	2020
"
Rady’s Children Hospital, San Diego County
"	Medical	California	"
Hacking, Data Breach
"	"
February 26th, 2020
"	https://www.databreaches.net/radys-childrens-hospital-notifies-patients-whose-data-were-accessed-via-an-open-port/	2020
Enloe Medical Center, Butte County	Medical	California	Unknown, Ransomware	January 2nd, 2020	https://www.actionnewsnow.com/content/news/Enloe-experiencing-computer-outage-566680041.html	2020
"
Adventist Health Simi Valley, Ventura County
"	Medical	California	"
Phishing, Data Breach
"	"
January 21st, 2020
"	https://www.beckershospitalreview.com/cybersecurity/https://www.beckershospitalreview.com/cybersecurity/adventist-health-notifies-patients-of-phishing-attack.html.html	2020
"
PIH Health, Los Angeles County
"	Medical	California	"
Phishing, Data Breach
"	"
January 24th, 2020
"	https://www.databreaches.net/pih-health-notifies-almost-200000-patients-whose-protected-health-information-was-sitting-in-employee-email-accounts-that-were-compromised/	2020
"
Wood Ranch Medical, Ventura County
"	Medical	California	"
Unknown, Ransomware
"	"
September 30th, 2019 
"	https://www.databreaches.net/ca-wood-ranch-medical-announces-it-will-close-practice-due-to-ransomware-attack/	
 Marin Community Clinics, Marin County 	Medical	California	Unknown, Ransomware 	 June 21st, 2019 	https://www.marinij.com/2019/06/21/marin-community-clinics-hit-by-ransomware-attack/	2019
 Shingle Springs Health and Wellness Center, El Dorado County 	Medical	California	Unknown, Ransomware 	 June 19th, 2019 	https://www.hipaajournal.com/shingle-springs-health-and-wellness-center-ransomware-attack-impacts-21000-patients/	2019
Podiatric Offices of Bobby Yee, Monterey County	Medical	California	Ransomware	January 5th, 2019	https://www.databreaches.net/bobby-yee-d-p-m-notified-24000-patients-after-ransomware-attack/	2019
National Ambulatory Hernia Institute, Orange County	Medical	California	Phishing, Ransomware	October 20th, 2018 	https://www.databreaches.net/national-ambulatory-hernia-institute-notifies-almost-16000-patients-of-gamma-ransomware-attack/	2018
Guardant Health, San Mateo County	Medical	California	Phishing, Data Breach	September 10th, 2018 	https://www.bizjournals.com/sanfrancisco/news/2018/09/10/phishing-biotech-guardant-health-ipo-liquid-biopsy.html	2018
San Francisco Institute on Aging, San Francisco County	Medical	California	Phishing, Data Breach	July 20th, 2018	https://oag.ca.gov/system/files/IoA%20-%20California%20AG%20Notification%20Letter_0.pdf	2018
Center for Orthapaedic Specialists	Medical	California	Ransomware	April 25th, 2018	https://www.databreaches.net/center-for-orthopaedic-specialists-notifies-85000-patients-of-ransomware-attack/	2018
Sangamo Therapeutics, Inc.	Medical	California	Hack	April 4th, 2018	https://www.databreaches.net/sangamo-therapeutics-says-co-announced-a-data-security-incident-involving-compromise-of-a-senior-executives-company-email-account/	2018
White & Bright Dental	Medical	California	Hack	February 16th, 2018	https://oag.ca.gov/system/files/White%20and%20Bright%20Dental%20-%20Breach%20Notification%20Letter%20021618_0.pdf	2018
Ron’s Pharmacy Services, San Diego County	Medical	California	Hack	February 2nd, 2018	http://ronspharmacyservices.com/2018/02/02/rons-pharmacy-notifies-patients-of-email-compromise/	2018
Community Memorial Health System	Medical	California	Phishing	September 5th, 2017	https://www.vcstar.com/story/news/local/2017/09/05/community-memorial-health-system-alerts-patients-possible-data-breach/635427001/	2017
University of California, Davis Health	Medical	California	Phishing	July 17th, 2017	http://www.healthcareitnews.com/news/phishing-attack-uc-davis-health-breaches-data-15000-patients	2017
East Valley Community Health Center	Medical	California	Ransomware	December 8th, 2016	https://www.hipaajournal.com/ransomware-attack-reported-east-valley-community-health-center-8700/	2016
Bay Sleep Clinic	Medical	California	Accidental Data Breach	November 18th, 2016	https://www.databreaches.net/exclusive-bay-sleep-clinic-patients-were-viewable-online-during-sleep-studies/	2016
USC Keck and Norris Hospitals 	Medical	California	Ransomware	September 20th, 2016	http://www.keckmedicine.org/wp-content/uploads/2016/09/doc11167320160920094345.pdf	2016
Yuba-Sutter Medical Clinic 	Medical	California	Ransomware	September 12th, 2016	https://www.databreaches.net/ca-yuba-sutter-medical-clinic-discloses-august-ransomware-attack/	2016
Marin Medical Practices Concepts	Medical	California	Ransomware	August 8th, 2016	https://www.mercurynews.com/2016/08/05/marin-electronic-medical-record-system-hacked-ransom-paid/	2016
State Health Insurance Website	Medical	California	Security Vulnerabilities	April 7th, 2016	https://apnews.com/e2e71ffb2af140b18d41f6fd4f7089b3/security-flaws-found-3-state-health-insurance-websites	2016
"
Monterey Peninsula Unified School District notifying current and former employees of data security incident, Monterey County "	Education	California	"
Hacking, Data Breach
"	"
December 29th, 2021
"	https://www.databreaches.net/monterey-peninsula-unified-school-district-notifying-current-and-former-employees-of-data-security-incident/	2021
"
Woodlake Unified District student and personnel data dumped after ransomware incident, Tulare County"	Education	California	"
Hacking, Ransomware
"	"
October 26th, 2021
"	https://www.databreaches.net/ca-woodlake-unified-district-student-and-personnel-data-dumped-after-ransomware-incident/	2021
"
Centinela Valley Union High School District notifying employees and students of malware incident, Los Angeles County"	Education	California	"
Unknown, Malware
"	"
October 25th, 2021
"	https://www.databreaches.net/ca-centinela-valley-union-high-school-district-notifying-employees-and-students-of-malware-incident/	2021
"
Visalia Unified School District Hit by Ransomware Attack
"	Education	California	"
Unknown, Ransomware
"	"
May 18th, 2021
"	https://www.yourcentralvalley.com/news/local-news/visalia-unified-school-district-hit-by-ransomware-attack/	2021
"
University of California, Los Angeles County
"	Education	California	"
Hacking, Data Breach
"	"
April 3rd, 2021
"	https://thehill.com/policy/cybersecurity/546335-university-of-california-victim-of-ransomware-attack?rl=1	2021
"
Newhall School District, Los Angeles County
"	Education	California	"
Unknown, Ransomware
"	"
September 15th, 2020
"	https://losangeles.cbslocal.com/2020/09/15/newhall-school-district-cancels-classes-tuesday-after-ransomware-attack/	2020
