year,critical_industry,size,digital,sector,country,policy,no_encryption,detected_by,paid,type,size_bin,id,capitalization,internet_sales,internet_sales_share,ransom,pay
2013,No,Medium,Medium-High,"Wholesale, retail trade and repair",USA,Yes,Yes,Organisation,No,Unknown attack on website,1,793,183,155,38.07,10.87,Refuse
2020,Yes,Small,Low,Transportation storage,USA,Yes,Yes,Organisation,No,Malware installed through phishing attack,0,794,106,68,16.59,5.71,Refuse
2007,No,Small,High,Finance and insurance,USA,Yes,No,Organisation,No,Employee left with information,0,795,121,59,14.34,6.37,Refuse
2016,Yes,Small,Medium-High,Public administration and defence,Global,Yes,,Organisation,No,Unknown,0,796,92,118,28.88,8.72,Refuse
2018,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Email system was accessed,0,797,149,75,18.32,7.38,Refuse
2018,No,Medium,Medium-High,"Arts, entertainment and recreation",USA,Yes,,Organisation,No,Unknown,1,798,172,135,33.14,9.66,Refuse
2018,No,Small,Medium-High,"Arts, entertainment and recreation",USA,Yes,Yes,Credit card/bank,No,Malware installed on vendor code even though organisation modified code,0,799,113,71,17.47,3.76,Refuse
2006,No,Small,Medium-High,"Wholesale, retail trade and repair",USA,Yes,Yes,Organisation,No,Wireless local area networks were used to gain access to the system to install malware.,0,800,64,137,33.57,7.93,Refuse
2020,Yes,Small,Low,Transportation storage,Australia,,Yes,Organisation,No,Ransomware,0,801,92,102,25.04,8.12,Refuse
2017,No,Medium,Medium-High,"Wholesale, retail trade and repair",USA,Yes,,Credit card/bank,No,Malware installed on website,1,802,166,184,45.07,10.82,Refuse
2013,Yes,Large,High,Finance and insurance,USA,Yes,,Organisation,No,Spamming software installed,2,803,279,290,71.02,22.14,Refuse
2016,No,Small,Medium-High,"Arts, entertainment and recreation",USA,Yes,,Public,No,Unknown attack on website,0,804,115,84,20.52,4.64,Refuse
2017,Yes,Small,Low-Medium,Human health activities,USA,Yes,,Organisation,No,Phishing attack,0,805,88,123,30.17,8.48,Refuse
2017,No,Medium,High,Legal and accounting activities,USA,Yes,Yes,Organisation,No,Phishing attack,1,806,227,140,34.33,11.85,Refuse
2018,Yes,Small,Medium-High,Machine equipment,USA,Yes,,Organisation,No,Email system was accessed,0,807,110,139,34.07,6.25,Refuse
2017,Yes,Medium,Medium-High,Machine equipment,USA,Yes,Yes,Organisation,No,Vulnerability was exploited combined with compromised account credentials,1,808,170,210,51.36,13.51,Refuse
2018,No,Small,Low-Medium,Residential care and social work activities,USA,Yes,No,Organisation,No,Unauthorised access (credential stuffing) / caused by potentially another data breach,0,809,113,130,31.72,5.29,Refuse
2018,Yes,Small,High,Finance and insurance,USA,Yes,Yes,Organisation,No,Skimming device placed on drive-up ATM,0,810,139,70,17.05,5.71,Refuse
2011,No,Small,Medium-High,"Arts, entertainment and recreation",USA,Yes,,Organisation,No,Unknown vulnerability (likely considered SQL injection),0,811,80,82,20.03,6.85,Refuse
2017,Yes,Large,High,Finance and insurance,USA,Yes,,Organisation,No,Phishing attack,2,812,259,160,39.27,13.92,Refuse
2016,No,Small,Low,Accommodation and food service activities,USA,Yes,,Organisation,No,Malware installed on PoS,0,813,99,110,26.81,5.02,Refuse
2005,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Server attack that was managed by a third party,0,814,83,59,14.46,5.58,Refuse
2015,No,Medium,Medium-High,"Arts, entertainment and recreation",USA,Yes,,Organisation,No,Unknown,1,815,220,168,41.04,11.23,Refuse
2017,No,Small,Low-Medium,"Textiles, wearing apparel and leather",USA,Yes,,Organisation,No,Attack on web server,0,816,66,89,21.68,6.75,Refuse
2013,Yes,Small,High,IT and other information services,Global,Yes,,Organisation,No,"Unknown attack involving unusual network patterns, etc",0,817,45,100,24.38,5.76,Refuse
2016,Yes,Small,Low-Medium,Human health activities,USA,Yes,No,Organisation,No,Laptop stolen with password written on it,0,818,106,98,24.01,5.52,Refuse
2005,Yes,Small,Medium-High,Public administration and defence,USA,Yes,Yes,Organisation,No,Used an authorised user's login,0,819,118,107,26.13,4.15,Refuse
2006,Yes,Small,Medium-High,Public administration and defence,USA,Yes,Yes,Organisation,No,Unknown,0,820,119,105,25.83,6.7,Refuse
2013,Yes,Small,Medium-High,Public administration and defence,USA,Yes,,Organisation,No,System was attacked,0,821,58,127,31.03,7.9,Refuse
2005,Yes,Small,Medium-High,Public administration and defence,USA,Yes,Yes,Organisation,No,Employee took home laptop and was stolen,0,822,66,98,24.1,7.76,Refuse
2016,Yes,Small,Low,Transportation storage,USA,Yes,,Organisation,Yes,Unauthorised access,0,823,66,75,18.39,6.37,Refuse
2013,No,Small,Medium-High,"Arts, entertainment and recreation",France,Yes,No,Organisation,No,Unknown attack resulting in accounts hijacked,0,824,79,96,23.6,4.62,Refuse
2014,No,Small,High,Finance and insurance,USA,Yes,Yes,Organisation,No,Physical theft and lack of encryption on laptop,0,825,105,94,22.95,5.41,Refuse
2016,No,Medium,High,Legal and accounting activities,USA,Yes,No,Organisation,No,Unknown,1,826,242,180,43.99,12.71,Refuse
2017,Yes,Small,Low-Medium,Human health activities,USA,Yes,No,Organisation,No,Physical device stolen,0,827,118,101,24.78,3.84,Refuse
2017,Yes,Medium,High,Finance and insurance,USA,Yes,,Organisation,No,Suspicious activity within an employee's email account,1,828,235,194,47.57,11.62,Refuse
2019,No,Small,High,Finance and insurance,USA,Yes,,Organisation,No,Phishing attack,0,829,76,144,35.37,6.72,Refuse
2012,No,Medium,Low-Medium,"Textiles, wearing apparel and leather",USA,Yes,,Organisation,No,Malware installed on website,1,830,196,149,36.38,10.82,Refuse
2015,Yes,Small,Low,Transportation storage,USA,Yes,,Organisation,No,Unknown,0,831,14,117,28.65,4.81,Refuse
2013,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Laptop stolen with no encryption,0,832,129,154,37.63,8.07,Refuse
2018,Yes,Small,Low-Medium,Human health activities,USA,Yes,No,Organisation,No,Phishing attack,0,833,118,133,32.67,9.48,Refuse
2011,No,Small,Medium-High,"Arts, entertainment and recreation",USA,Yes,Yes,Organisation,No,Accessed data through website,0,834,79,154,37.66,7.6,Refuse
2015,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Addressed a flaw that had yet to be patched,0,835,68,59,14.46,5.34,Refuse
2016,Yes,Medium,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Ransomware,1,836,184,97,23.75,7.07,Refuse
2018,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Passwords changed by unauthorised user,0,837,91,79,19.29,5.36,Refuse
2005,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Suspicious search queries,0,838,103,83,20.4,4.06,Refuse
2006,No,Small,Low-Medium,Education,USA,Yes,No,Organisation,No,Exploited  vulnerability in website,0,839,122,91,22.21,4.91,Refuse
2017,Yes,Small,Low-Medium,Human health activities,USA,Yes,No,Organisation,No,Phishing attack,0,840,142,89,21.72,5.56,Refuse
2014,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Physical theft and unencrypted computer,0,841,75,114,27.85,6.02,Refuse
2013,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Laptop stolen,0,842,109,62,15.22,3.9,Refuse
2014,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Server was accessed without authorisation,0,843,140,84,20.61,6.77,Refuse
2009,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Website was hacked and used to gain access to database,0,844,73,83,20.4,3.07,Refuse
2005,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Laptop was stolen,0,845,93,89,21.74,6.74,Refuse
2015,Yes,Small,Low-Medium,Human health activities,USA,Yes,,Organisation,No,Unknown,0,846,47,82,20.05,5.73,Refuse
2015,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Laptop stolen,0,847,109,136,33.32,10.05,Refuse
2007,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Unknown attack,0,848,81,123,30.13,7.77,Refuse
2016,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Unknown,0,849,72,107,26.24,4.03,Refuse
2005,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Series of computer breaches on a server,0,850,77,58,14.09,1.43,Refuse
2015,No,Medium,Low-Medium,Education,USA,Yes,,Organisation,No,Malware installed,1,851,168,132,32.25,10.86,Refuse
2005,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Malware installed,0,852,113,188,46.04,8.23,Refuse
2010,No,Small,Low-Medium,Education,USA,Yes,No,Organisation,No,Laptop was taken from a storage cabinet,0,853,35,128,31.35,7.13,Refuse
2013,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Attackers exposed Security flaw in Web-based software,0,854,87,137,33.55,9.15,Refuse
2009,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Unknown,0,855,70,43,10.59,0.53,Refuse
2012,No,Small,Low-Medium,Education,USA,Yes,No,Organisation,No,Hackers reset two account passwords gaining access to data,0,856,71,93,22.85,3.95,Refuse
2015,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Unknown,0,857,114,123,30.13,6.75,Refuse
2014,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Unknown,0,858,111,112,27.34,5.5,Refuse
2008,No,Small,Low-Medium,Education,USA,Yes,No,Organisation,No,Tapes stolen,0,859,97,118,28.96,5.71,Refuse
2007,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Help Desk web page was compromised giving access to data,0,860,116,118,28.82,7.53,Refuse
2009,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Unknown,0,861,82,87,21.29,3.18,Refuse
2010,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Unknown,0,862,39,92,22.64,7.28,Refuse
2012,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Unknown,0,863,135,72,17.68,5.38,Refuse
2006,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Unknown,0,864,93,133,32.47,9.12,Refuse
2015,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Physical device stolen,0,865,89,42,10.21,0.47,Refuse
2006,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Unknown,0,866,105,92,22.42,6.11,Refuse
2008,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Physical theft of tapes,0,867,123,124,30.45,9.11,Refuse
2015,No,Small,Low-Medium,Education,USA,Yes,No,Organisation,No,Phishing attack,0,868,113,94,22.96,4.49,Refuse
2011,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Malware installed,0,869,128,144,35.14,10.47,Refuse
2014,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Unknown attack,0,870,101,125,30.67,7.92,Refuse
2018,No,Medium,Medium-High,"Wholesale, retail trade and repair",Canada,Yes,Yes,Public,No,Malicious code installed,1,871,199,168,41.09,14.18,Refuse
2014,Yes,Small,Low,Transportation storage,USA,Yes,Yes,Organisation,No,Malware installed,0,872,85,74,18.13,4.46,Refuse
2016,Yes,Large,Low-Medium,Human health activities,USA,Yes,,Organisation,No,Ransomware,2,873,331,233,56.96,20.3,Pay
2017,Yes,Small,Low-Medium,Human health activities,USA,Yes,,Organisation,No,Ransomware,0,874,91,98,24.05,6.04,Refuse
2016,Yes,Medium,High,Finance and insurance,USA,Yes,No,Organisation,No,Phishing attack,1,875,193,186,45.57,13.53,Refuse
2008,Yes,Small,Medium-High,Public administration and defence,USA,Yes,Yes,Organisation,No,Physical device used to install malware,0,876,125,100,24.57,8.26,Refuse
2012,Yes,Small,Medium-High,Public administration and defence,USA,Yes,,Organisation,No,Unknown attack,0,877,75,108,26.46,6.36,Refuse
2016,Yes,Medium,Medium-High,Public administration and defence,USA,Yes,Yes,Federal Agency,No,Hacked due to database vulnerability and SQL injection,1,878,205,156,38.26,13.17,Refuse
2014,Yes,Small,Medium-High,Public administration and defence,USA,Yes,Yes,Organisation,No,Unknown,0,879,71,84,20.61,4.61,Refuse
2015,Yes,Small,Medium-High,Public administration and defence,USA,Yes,Yes,Organisation,No,Malware installed,0,880,109,81,19.95,4.23,Refuse
2014,Yes,Small,Medium-High,Public administration and defence,USA,Yes,Yes,Organisation,No,Unknown,0,881,118,92,22.56,4.31,Refuse
2017,No,Medium,High,Transport equipment,USA,Yes,Yes,Organisation,No,Ransomware,1,882,182,175,42.89,11.86,Refuse
2013,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Laptop stolen,0,883,49,127,31.19,7.14,Refuse
2019,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Email account used to access data,0,884,124,134,32.74,8.08,Refuse
2009,Yes,Small,Low-Medium,Human health activities,USA,Yes,No,Organisation,No,Device stolen,0,885,100,82,20.05,6.38,Refuse
2016,Yes,Medium,Low-Medium,Human health activities,USA,Yes,No,Organisation,No,Vendor's credentials used inappropriately,1,886,219,178,43.66,10.44,Refuse
2013,No,Medium,Medium-High,"Arts, entertainment and recreation",USA,Yes,Yes,Organisation,No,Unknown attack on website,1,887,221,181,44.28,11.05,Refuse
2017,Yes,Small,High,IT and other information services,USA,Yes,Yes,Organisation,No,Misuse of resources resulting from phishing attack,0,888,95,102,24.89,5.7,Refuse
2016,No,Small,Medium-High,"Wholesale, retail trade and repair",USA,Yes,Yes,Federal Agency,No,Malware installed on PoS,0,889,133,70,17.14,4.27,Refuse
2007,Yes,Small,High,IT and other information services,USA,Yes,Yes,Organisation,No,Laptop stolen,0,890,144,77,18.92,4.92,Refuse
2016,Yes,Small,Low-Medium,Human health activities,USA,Yes,No,Organisation,No,Phishing attack,0,891,66,82,19.99,3.99,Refuse
2019,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Phishing attack,0,892,130,60,14.81,5.73,Refuse
2006,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Laptop stolen,0,893,81,40,9.74,3.35,Refuse
2014,No,Small,High,Advertising and other business services,USA,Yes,Yes,Credit card/bank,No,Attack affecting database,0,894,104,123,30.13,4.58,Refuse
2014,No,Small,Medium-High,Furniture and other manufacturing repairs,USA,Yes,Yes,Organisation,No,Vendor's e-commerce web platform was compromised through malicious code,0,895,114,112,27.47,5.11,Refuse
2017,Yes,Small,Low,Transportation storage,USA,Yes,Yes,Organisation,No,Unknown attack,0,896,104,75,18.38,5.7,Refuse
2011,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Unknown attack where suspicious files were put,0,897,56,129,31.52,8.52,Refuse
2009,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Computer stolen,0,898,85,154,37.79,6.39,Refuse
2009,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Unknown,0,899,146,23,5.75,1.65,Refuse
2017,Yes,Large,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Unknown,2,900,319,328,80.24,20.86,Pay
2016,Yes,Small,High,IT and other information services,Russia,Yes,Yes,Public,No,Database hacked,0,901,105,135,32.94,9.63,Refuse
2013,Yes,Small,High,Telecommunications,Germany,Yes,Yes,Organisation,No,Unknown,0,902,75,137,33.51,8.17,Refuse
2016,Yes,Medium,High,Finance and insurance,USA,Yes,No,Organisation,No,Attackers impersonated customers to access data through support line calls,1,903,232,172,42.22,11.79,Refuse
2015,Yes,Small,Medium-High,"Computer, electronic and optical products",USA,Yes,Yes,Organisation,No,Unauthorised access,0,904,80,105,25.6,3.74,Refuse
2013,No,Medium,Medium-High,"Arts, entertainment and recreation",USA,Yes,Yes,Organisation,No,Hard drives stolen with only passwords encrypted,1,905,267,144,35.32,13.67,Refuse
2005,Yes,Small,High,Finance and insurance,USA,,No,,No,Sold data,0,906,132,84,20.64,5.78,Refuse
2017,Yes,Large,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Ransomware,2,907,251,255,62.52,18.36,Refuse
2017,Yes,Small,Low-Medium,Human health activities,USA,Yes,,Organisation,No,Ransomware,0,908,110,67,16.39,2.4,Refuse
2011,No,Small,Medium-High,"Arts, entertainment and recreation",USA,Yes,,Organisation,No,Unauthorised access but unknown,0,909,73,74,18.02,5.54,Refuse
2017,No,Small,Low-Medium,Education,USA,Yes,Yes,Organisation,No,Hard drives stolen,0,910,100,81,19.81,2.48,Refuse
2017,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Phishing attack,0,911,118,37,9.02,3.53,Refuse
2017,No,Medium,Medium-High,"Arts, entertainment and recreation",USA,Yes,Yes,Federal Agency,No,Unauthorised access but unknown,1,912,206,181,44.26,13.24,Refuse
2015,No,Small,High,Advertising and other business services,USA,Yes,Yes,Organisation,No,Unknown,0,913,152,81,19.74,5.28,Refuse
2017,No,Small,Medium-High,"Arts, entertainment and recreation",USA,Yes,Yes,Organisation,No,Unauthorised access but unknown,0,914,74,130,31.73,5.19,Refuse
2012,No,Small,High,Legal and accounting activities,USA,Yes,Yes,Organisation,No,Laptop was stolen,0,915,89,77,18.94,6.84,Refuse
2017,No,Small,Low,Accommodation and food service activities,USA,Yes,,Organisation,No,Gained access to employee email accounts,0,916,130,147,35.98,7.15,Refuse
2016,Yes,Small,Low,Accommodation and food service activities,USA,Yes,,Organisation,No,Malware installed on PoS,0,917,86,98,24.12,6.05,Refuse
2018,Yes,Small,Low-Medium,Human health activities,USA,Yes,Yes,Organisation,No,Vendor was attacked providing access to the system,0,918,144,103,25.3,5.64,Refuse
2006,No,Small,Low-Medium,Education,USA,Yes,,Organisation,No,Unknown attack,0,919,131,114,27.98,7.73,Refuse
2007,Yes,Small,High,Finance and insurance,USA,,,Organisation,No,Accessed offline file,0,920,50,72,17.59,2.51,Refuse
2017,No,Large,High,Other service activities,USA,Yes,,Organisation,No,Malware installed on PoS,2,921,382,260,63.57,20.25,Pay
2016,No,Large,High,Legal and accounting activities,USA,Yes,,Organisation,No,Unknown,2,922,360,292,71.61,20.04,Pay
2013,No,Small,Low,Accommodation and food service activities,USA,Yes,Yes,Organisation,No,Malware installed on PoS,0,923,113,77,18.8,4.1,Refuse
2016,No,Small,Low,Construction,USA,Yes,Yes,Organisation,No,Vendor was hacked.,0,924,57,87,21.37,3.18,Refuse
2017,Yes,Small,Low,"Food products, beverages and tobacco",USA,Yes,Yes,Organisation,No,PoS system attacked,0,925,56,153,37.51,10.49,Refuse
2012,Yes,Small,Low,"Food products, beverages and tobacco",USA,Yes,Yes,Organisation,No,Unauthorised access but unknown,0,926,102,113,27.62,5.82,Refuse
2017,Yes,Small,High,Finance and insurance,UK,Yes,,Organisation,No,Unknown attack,0,927,102,97,23.79,5.36,Refuse
2011,No,Medium,Medium-High,"Publishing, audiovisual and broadcasting",USA,Yes,,Organisation,No,Server hacked,1,928,183,135,33.03,9.09,Refuse
2016,Yes,Small,High,IT and other information services,UK,Yes,Yes,Organisation,No,Database was hacked and published online,0,929,99,67,16.28,4.53,Refuse
2010,No,Small,Low,Accommodation and food service activities,Global,Yes,Yes,Organisation,No,Three different unknown attacks,0,930,138,97,23.84,8.29,Refuse
2013,Yes,Small,High,IT and other information services,USA,Yes,,Organisation,No,Unknown,0,931,109,112,27.37,7.21,Refuse
2014,Yes,Small,High,IT and other information services,USA,Yes,Yes,Organisation,No,Spear phishing,0,932,80,89,21.84,6.64,Refuse
2014,No,Medium,Medium-High,"Wholesale, retail trade and repair",USA,Yes,Yes,Organisation,No,PoS intrusion,1,933,198,160,39.29,12.18,Refuse
2015,Yes,Large,Low,"Food products, beverages and tobacco",USA,Yes,Yes,Organisation,No,Malware installed on PoS,2,934,244,300,73.34,22.25,Refuse
2013,Yes,Small,Low,Transportation storage,USA,Yes,Yes,Organisation,No,Laptop stolen,0,935,104,73,17.96,6.75,Refuse
2012,No,Small,Low-Medium,"Textiles, wearing apparel and leather",USA,Yes,,Organisation,No,Unknown attack on website,0,936,85,72,17.53,6.07,Refuse
2013,Yes,Medium,Low,Accommodation and food service activities,USA,Yes,Yes,Credit card/bank,No,Malware installed on PoS,1,937,151,135,32.99,8.22,Refuse
2016,No,Small,Low-Medium,"Textiles, wearing apparel and leather",USA,Yes,No,Organisation,No,Brute force attack on system,0,938,98,93,22.87,6.84,Refuse
2017,Yes,Small,Low-Medium,Human health activities,USA,Yes,,Organisation,No,Unknown attack on website,0,939,66,110,27,5.38,Refuse
2017,No,Small,High,Advertising and other business services,USA,Yes,,Organisation,No,Access was gained into the system i.e. through a verified account,0,940,97,129,31.61,7.48,Refuse
